pcbasn,voldc,volpoe,login,bspver,irver,sensever,ir,rs485,sense,rs232,relay,audio,usb2.0,usb3.0,wifipower,iperfeth,ethmac,wifimac,SNID,LED,HDMI,reset,power
30398X989210900140,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05959,P,P,-15.61,156.0,F8-57-2E-06-0E-F1,CC-4B-73-F4-C4-00,EL01491A-89210900140,P,P,P,P
30398X989210900028,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05381,P,P,-15.46,147.0,F8-57-2E-06-0E-F2,CC-4B-73-F4-C4-4E,EL01491A-89210900028,P,P,P,P
30398X989210900222,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05443,P,P,-15.42,133.0,F8-57-2E-06-0E-F3,CC-4B-73-F4-C4-3C,EL01491A-89210900222,P,P,P,P
30398X989210900172,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06211,P,P,-15.59,156.0,F8-57-2E-06-0E-F4,CC-4B-73-F4-93-A0,EL01491A-89210900172,P,P,P,P
30398X989210900109,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05847,P,P,-15.64,161.0,F8-57-2E-06-0E-F5,CC-4B-73-F4-93-96,EL01491A-89210900109,P,P,P,P
30398X989210900136,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06157,P,P,-14.92,157.0,F8-57-2E-06-0E-F6,CC-4B-73-F4-93-2A,EL01491A-89210900136,P,P,P,P
30398X989210900071,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05591,P,P,-15.57,158.0,F8-57-2E-06-0E-F7,CC-4B-73-F4-93-76,EL01491A-89210900071,P,P,P,P
30398X989210900138,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05618,P,P,-16.11,173.0,F8-57-2E-06-0E-F8,CC-4B-73-F4-93-8E,EL01491A-89210900138,P,P,P,P
30398X989210900216,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05619,P,P,-15.61,169.0,F8-57-2E-06-0E-F9,CC-4B-73-F4-A3-D0,EL01491A-89210900216,P,P,P,P
30398X989210900155,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05722,P,P,-14.8,157.0,F8-57-2E-06-0E-FA,CC-4B-73-F4-93-56,EL01491A-89210900155,P,P,P,P
30398X989210900032,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0616,P,P,-15.78,158.0,F8-57-2E-06-0E-FB,CC-4B-73-F4-C3-E8,EL01491A-89210900032,P,P,P,P
30398X989210900095,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05829,P,P,-15.75,152.0,F8-57-2E-06-0E-FC,CC-4B-73-F4-93-60,EL01491A-89210900095,P,P,P,P
30398X989210900031,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05748,P,P,-16.14,163.0,F8-57-2E-06-0E-FD,CC-4B-73-F4-92-FE,EL01491A-89210900031,P,P,P,P
30398X989210900137,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.09847,P,P,-15.39,153.0,F8-57-2E-06-0E-FE,CC-4B-73-F4-93-E4,EL01491A-89210900137,P,P,P,P
30398X989210900132,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05884,P,P,-15.61,165.0,F8-57-2E-06-0E-FF,CC-4B-73-F4-93-F2,EL01491A-89210900132,P,P,P,P
30398X989210900270,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05597,P,P,-14.76,147.0,F8-57-2E-06-0F-00,CC-4B-73-F4-93-16,EL01491A-89210900270,P,P,P,P
30398X989210900105,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05601,P,P,-16.11,153.0,F8-57-2E-06-0F-01,CC-4B-73-F4-93-62,EL01491A-89210900105,P,P,P,P
30398X989210900354,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05917,P,P,-16.03,166.0,F8-57-2E-06-0F-02,CC-4B-73-F4-A3-8E,EL01491A-89210900354,P,P,P,P
30398X989210900351,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05883,P,P,-15.13,168.0,F8-57-2E-06-0F-03,CC-4B-73-F4-A3-9C,EL01491A-89210900351,P,P,P,P
30398X989210900150,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0547,P,P,-15.77,168.0,F8-57-2E-06-0F-04,CC-4B-73-F4-93-28,EL01491A-89210900150,P,P,P,P
30398X989210900128,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05608,P,P,-15.23,151.0,F8-57-2E-06-0F-05,CC-4B-73-F4-93-84,EL01491A-89210900128,P,P,P,P
30398X989210900102,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05654,P,P,-16.02,166.0,F8-57-2E-06-0F-06,CC-4B-73-F4-84-DA,EL01491A-89210900102,P,P,P,P
30398X989210900236,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0634,P,P,-15.5,167.0,F8-57-2E-06-0F-07,CC-4B-73-F4-A4-0A,EL01491A-89210900236,P,P,P,P
30398X989210900157,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05906,P,P,-15.64,165.0,F8-57-2E-06-0F-08,CC-4B-73-F4-93-A2,EL01491A-89210900157,P,P,P,P
30398X989210900231,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05978,P,P,-16.26,157.0,F8-57-2E-06-0F-09,CC-4B-73-F4-A4-14,EL01491A-89210900231,P,P,P,P
30398X989210900019,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05664,P,P,-15.19,149.0,F8-57-2E-06-0F-0A,CC-4B-73-F4-84-DA,EL01491A-89210900019,P,P,P,P
30398X989210900149,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05678,P,P,-15.02,152.0,F8-57-2E-06-0F-0B,CC-4B-73-F4-93-20,EL01491A-89210900149,P,P,P,P
30398X989210900241,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.06145,P,P,-14.98,163.0,F8-57-2E-06-0F-0C,CC-4B-73-F4-93-06,EL01491A-89210900241,P,P,P,P
30398X989210900116,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05558,P,P,-16.34,142.0,F8-57-2E-06-0F-0D,CC-4B-73-F4-B3-DE,EL01491A-89210900116,P,P,P,P
30398X989210900350,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06226,P,P,-16.34,149.0,F8-57-2E-06-0F-0E,CC-4B-73-F4-93-88,EL01491A-89210900350,P,P,P,P
30398X989210900021,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05799,P,P,-16.29,144.0,F8-57-2E-06-0F-0F,CC-4B-73-F4-C4-24,EL01491A-89210900021,P,P,P,P
30398X989210900134,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05598,P,P,-15.62,148.0,F8-57-2E-06-0F-10,CC-4B-73-F4-B3-E2,EL01491A-89210900134,P,P,P,P
30398X989210900262,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05559,P,P,-14.94,148.0,F8-57-2E-06-0F-11,CC-4B-73-F4-A3-FE,EL01491A-89210900262,P,P,P,P
30398X989210900239,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05997,P,P,-15.99,152.0,F8-57-2E-06-0F-12,CC-4B-73-F4-A3-7E,EL01491A-89210900239,P,P,P,P
30398X989210900271,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05553,P,P,-14.68,143.0,F8-57-2E-06-0F-13,CC-4B-73-F4-A3-8C,EL01491A-89210900271,P,P,P,P
30398X989210900043,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05853,P,P,-15.66,167.0,F8-57-2E-06-0F-14,CC-4B-73-F4-C4-1A,EL01491A-89210900043,P,P,P,P
30398X989210900041,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05933,P,P,-16.27,153.0,F8-57-2E-06-0F-15,CC-4B-73-F4-C4-30,EL01491A-89210900041,P,P,P,P
30398X989210900129,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05905,P,P,-16.1,165.0,F8-57-2E-06-0F-16,CC-4B-73-F4-93-FA,EL01491A-89210900129,P,P,P,P
30398X989210900122,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05957,P,P,-15.3,167.0,F8-57-2E-06-0F-17,CC-4B-73-F4-93-30,EL01491A-89210900122,P,P,P,P
30398X989210900007,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05759,P,P,-15.97,152.0,F8-57-2E-06-0F-18,CC-4B-73-F4-C4-34,EL01491A-89210900007,P,P,P,P
30398X989210900087,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05303,P,P,-15.69,141.0,F8-57-2E-06-0F-19,CC-4B-73-F4-93-82,EL01491A-89210900087,P,P,P,P
30398X989210900029,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05605,P,P,-15.32,159.0,F8-57-2E-06-0F-1A,CC-4B-73-F4-C4-4A,EL01491A-89210900029,P,P,P,P
30398X989210900034,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06135,P,P,-15.83,150.0,F8-57-2E-06-0F-1B,CC-4B-73-F4-C3-D4,EL01491A-89210900034,P,P,P,P
30398X989210900237,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05786,P,P,-16.64,152.0,F8-57-2E-06-0F-1C,CC-4B-73-F4-C4-44,EL01491A-89210900237,P,P,P,P
30398X989210900044,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05446,P,P,-15.66,158.0,F8-57-2E-06-0F-1D,CC-4B-73-F4-C4-26,EL01491A-89210900044,P,P,P,P
30398X989210900240,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0506,P,P,-17.64,169.0,F8-57-2E-06-0F-1E,CC-4B-73-F3-B2-08,EL01491A-89210900240,P,P,P,P
30398X989210900018,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06209,P,P,-15.63,170.0,F8-57-2E-06-0F-1F,CC-4B-73-F4-C3-E4,EL01491A-89210900018,P,P,P,P
30398X989210900235,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05568,P,P,-15.81,169.0,F8-57-2E-06-0F-20,CC-4B-73-F4-A3-F0,EL01491A-89210900235,P,P,P,P
30398X989210900039,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05291,P,P,-15.55,172.0,F8-57-2E-06-0F-21,CC-4B-73-F4-B3-8A,EL01491A-89210900039,P,P,P,P
30398X989210900115,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05856,P,P,-15.4,155.0,F8-57-2E-06-0F-22,CC-4B-73-F4-93-AA,EL01491A-89210900115,P,P,P,P
30398X989210900088,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05626,P,P,-15.43,155.0,F8-57-2E-06-0F-23,CC-4B-73-F4-B3-46,EL01491A-89210900088,P,P,P,P
30398X989210900260,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05993,P,P,-15.22,155.0,F8-57-2E-06-0F-24,CC-4B-73-F4-A3-EC,EL01491A-89210900260,P,P,P,P
30398X989210900259,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.0521,P,P,-15.66,154.0,F8-57-2E-06-0F-25,CC-4B-73-F4-93-1A,EL01491A-89210900259,P,P,P,P
30398X989210900141,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05377,P,P,-15.8,156.0,F8-57-2E-06-0F-26,CC-4B-73-F4-B3-E6,EL01491A-89210900141,P,P,P,P
30398X989210900125,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05663,P,P,-15.09,155.0,F8-57-2E-06-0F-27,CC-4B-73-F4-93-F8,EL01491A-89210900125,P,P,P,P
30398X989210900163,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06179,P,P,-15.71,155.0,F8-57-2E-06-0F-28,CC-4B-73-F4-93-80,EL01491A-89210900163,P,P,P,P
30398X989210900133,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05834,P,P,-15.91,150.0,F8-57-2E-06-0F-29,CC-4B-73-F4-93-3A,EL01491A-89210900133,P,P,P,P
30398X989210900255,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05473,P,P,-15.14,163.0,F8-57-2E-06-0F-2A,CC-4B-73-F4-C3-C2,EL01491A-89210900255,P,P,P,P
30398X989210900263,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05399,P,P,-16.16,170.0,F8-57-2E-06-0F-2B,CC-4B-73-F4-B3-40,EL01491A-89210900263,P,P,P,P
30398X989210900165,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06052,P,P,-15.45,165.0,F8-57-2E-06-0F-2C,CC-4B-73-F4-C4-3A,EL01491A-89210900165,P,P,P,P
30398X989210900111,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0576,P,P,-14.86,151.0,F8-57-2E-06-0F-2D,CC-4B-73-F4-93-BA,EL01491A-89210900111,P,P,P,P
30398X989210900347,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05855,P,P,-15.27,151.0,F8-57-2E-06-0F-2E,CC-4B-73-F4-A3-BC,EL01491A-89210900347,P,P,P,P
30398X989210900279,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05621,P,P,-15.84,149.0,F8-57-2E-06-0F-30,CC-4B-73-F4-A3-F2,EL01491A-89210900279,P,P,P,P
30398X989210900345,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06261,P,P,-15.15,167.0,F8-57-2E-06-0F-31,CC-4B-73-F4-93-9E,EL01491A-89210900345,P,P,P,P
30398X989210900252,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0972,P,P,-15.65,139.0,F8-57-2E-06-0F-32,CC-4B-73-F4-93-18,EL01491A-89210900252,P,P,P,P
30398X989210900282,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05693,P,P,-15.79,155.0,F8-57-2E-06-0F-33,CC-4B-73-F4-84-B2,EL01491A-89210900282,P,P,P,P
30398X989210900148,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05353,P,P,-16.01,172.0,F8-57-2E-06-0F-34,CC-4B-73-F4-C3-FC,EL01491A-89210900148,P,P,P,P
30398X989210900268,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05594,P,P,-15.59,157.0,F8-57-2E-06-0F-35,CC-4B-73-F4-C4-54,EL01491A-89210900268,P,P,P,P
30398X989210900284,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06417,P,P,-16.06,156.0,F8-57-2E-06-0F-36,CC-4B-73-F3-B1-FE,EL01491A-89210900284,P,P,P,P
30398X989210900258,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0552,P,P,-15.85,169.0,F8-57-2E-06-0F-37,CC-4B-73-F4-A3-74,EL01491A-89210900258,P,P,P,P
30398X989210900389,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05357,P,P,-15.56,166.0,F8-57-2E-06-0F-38,CC-4B-73-F4-C3-76,EL01491A-89210900389,P,P,P,P
30398X989210900348,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05497,P,P,-15.9,161.0,F8-57-2E-06-0F-39,CC-4B-73-F4-A3-A6,EL01491A-89210900348,P,P,P,P
30398X989210900052,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05716,P,P,-15.02,127.0,F8-57-2E-06-0F-3A,CC-4B-73-F4-84-C8,EL01491A-89210900052,P,P,P,P
30398X989210900256,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0601,P,P,-14.99,164.0,F8-57-2E-06-0F-3B,CC-4B-73-F4-C4-36,EL01491A-89210900256,P,P,P,P
30398X989210900094,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06192,P,P,-15.6,155.0,F8-57-2E-06-0F-3C,CC-4B-73-F4-A3-32,EL01491A-89210900094,P,P,P,P
30398X989210900003,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05947,P,P,-15.43,151.0,F8-57-2E-06-0F-3D,CC-4B-73-F4-A3-3A,EL01491A-89210900003,P,P,P,P
30398X989210900415,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.05826,P,P,-15.51,148.0,F8-57-2E-06-0F-3E,CC-4B-73-F4-C3-9A,EL01491A-89210900415,P,P,P,P
30398X989210900297,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05985,P,P,-16.02,160.0,F8-57-2E-06-0F-3F,CC-4B-73-F4-B3-8C,EL01491A-89210900297,P,P,P,P
30398X989210900120,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05721,P,P,-16.69,147.0,F8-57-2E-06-0F-40,CC-4B-73-F4-C3-D8,EL01491A-89210900120,P,P,P,P
30398X989210900067,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05485,P,P,-14.25,155.0,F8-57-2E-06-0F-41,CC-4B-73-F4-93-42,EL01491A-89210900067,P,P,P,P
30398X989210900015,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06186,P,P,-15.67,168.0,F8-57-2E-06-0F-42,CC-4B-73-F4-93-66,EL01491A-89210900015,P,P,P,P
30398X989210900173,P,P,P,20210217.150252,03-00-00-03,False,P,P,P,P,P,0.06164,P,P,-15.98,166.0,F8-57-2E-06-0F-43,CC-4B-73-F4-A3-6C,EL01491A-89210900173,P,P,P,P
30398X989210900168,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0595,P,P,-15.25,164.0,F8-57-2E-06-0F-44,CC-4B-73-F4-B3-8E,EL01491A-89210900168,P,P,P,P
30398X989210900170,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05322,P,P,-14.57,156.0,F8-57-2E-06-0F-45,CC-4B-73-F4-93-36,EL01491A-89210900170,P,P,P,P
30398X989210900033,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05529,P,P,-16.36,157.0,F8-57-2E-06-0F-46,CC-4B-73-F4-D3-86,EL01491A-89210900033,P,P,P,P
30398X989210900056,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.06136,P,P,-15.96,158.0,F8-57-2E-06-0F-47,CC-4B-73-F4-93-78,EL01491A-89210900056,P,P,P,P
30398X989210900070,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05354,P,P,-15.38,172.0,F8-57-2E-06-0F-48,CC-4B-73-F4-C3-EE,EL01491A-89210900070,P,P,P,P
30398X989210900072,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06017,P,P,-15.52,173.0,F8-57-2E-06-0F-49,CC-4B-73-F4-B3-92,EL01491A-89210900072,P,P,P,P
30398X989210900167,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.23401,P,P,-15.53,169.0,F8-57-2E-06-0F-4A,CC-4B-73-F4-93-54,EL01491A-89210900167,P,P,P,P
30398X989210900226,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05419,P,P,-15.38,152.0,F8-57-2E-06-0F-4B,CC-4B-73-F4-A3-7A,EL01491A-89210900226,P,P,P,P
30398X989210900013,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05751,P,P,-15.38,131.0,F8-57-2E-06-0F-4C,CC-4B-73-F4-93-68,EL01491A-89210900013,P,P,P,P
30398X989210900169,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05856,P,P,-16.03,150.0,F8-57-2E-06-0F-4D,CC-4B-73-F4-93-00,EL01491A-89210900169,P,P,P,P
30398X989210900083,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06074,P,P,-15.71,141.0,F8-57-2E-06-0F-4E,CC-4B-73-F4-93-5A,EL01491A-89210900083,P,P,P,P
30398X989210900171,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06314,P,P,-15.28,154.0,F8-57-2E-06-0F-4F,CC-4B-73-F4-93-0A,EL01491A-89210900171,P,P,P,P
30398X989210900047,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05713,P,P,-15.96,142.0,F8-57-2E-06-0F-50,CC-4B-73-F4-93-04,EL01491A-89210900047,P,P,P,P
30398X989210900152,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.1292,P,P,-15.76,158.0,F8-57-2E-06-0F-51,CC-4B-73-F4-93-1E,EL01491A-89210900152,P,P,P,P
30398X989210900075,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05346,P,P,-15.37,162.0,F8-57-2E-06-0F-52,CC-4B-73-F4-93-40,EL01491A-89210900075,P,P,P,P
30398X989210900123,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05876,P,P,-15.81,141.0,F8-57-2E-06-0F-53,CC-4B-73-F4-A3-34,EL01491A-89210900123,P,P,P,P
30398X989210900247,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05645,P,P,-15.42,168.0,F8-57-2E-06-0F-54,CC-4B-73-F4-B3-98,EL01491A-89210900247,P,P,P,P
30398X989210900281,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05667,P,P,-15.39,157.0,F8-57-2E-06-0F-56,CC-4B-73-F4-A3-20,EL01491A-89210900281,P,P,P,P
30398X989210900012,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0511,P,P,-15.47,155.0,F8-57-2E-06-0F-57,CC-4B-73-F4-93-2C,EL01491A-89210900012,P,P,P,P
30398X989210900182,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05996,P,P,-15.8,154.0,F8-57-2E-06-0F-58,CC-4B-73-F4-93-E0,EL01491A-89210900182,P,P,P,P
30398X989210900257,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05148,P,P,-15.6,169.0,F8-57-2E-06-0F-59,CC-4B-73-F4-84-C6,EL01491A-89210900257,P,P,P,P
30398X989210900250,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05989,P,P,-15.72,156.0,F8-57-2E-06-0F-5A,CC-4B-73-F4-A3-FC,EL01491A-89210900250,P,P,P,P
30398X989210900086,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05848,P,P,-15.8,155.0,F8-57-2E-06-0F-5B,CC-4B-73-F4-93-7E,EL01491A-89210900086,P,P,P,P
30398X989210900161,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05938,P,P,-15.73,164.0,F8-57-2E-06-0F-5C,CC-4B-73-F4-A3-5C,EL01491A-89210900161,P,P,P,P
30398X989210900153,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05523,P,P,-15.39,155.0,F8-57-2E-06-0F-5D,CC-4B-73-F4-A3-86,EL01491A-89210900153,P,P,P,P
30398X989210900299,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05815,P,P,-15.44,166.0,F8-57-2E-06-0F-5E,CC-4B-73-F3-CD-0C,EL01491A-89210900299,P,P,P,P
30398X989210900411,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.056,P,P,-15.69,154.0,F8-57-2E-06-0F-5F,CC-4B-73-F4-C3-82,EL01491A-89210900411,P,P,P,P
30398X989210900001,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0537,P,P,-14.64,152.0,F8-57-2E-06-0F-60,CC-4B-73-F4-A3-64,EL01491A-89210900001,P,P,P,P
30398X989210900164,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05533,P,P,-15.86,148.0,F8-57-2E-06-0F-61,CC-4B-73-F4-A3-88,EL01491A-89210900164,P,P,P,P
30398X989210900002,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0547,P,P,-14.96,152.0,F8-57-2E-06-0F-62,CC-4B-73-F4-C4-4C,EL01491A-89210900002,P,P,P,P
30398X989210900377,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05511,P,P,-16.0,143.0,F8-57-2E-06-0F-63,CC-4B-73-F4-B3-72,EL01491A-89210900377,P,P,P,P
30398X989210900035,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06267,P,P,-16.28,153.0,F8-57-2E-06-0F-64,CC-4B-73-F4-A3-70,EL01491A-89210900035,P,P,P,P
30398X989210900223,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05866,P,P,-15.06,160.0,F8-57-2E-06-0F-65,CC-4B-73-F4-C3-F2,EL01491A-89210900223,P,P,P,P
30398X989210900315,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05948,P,P,-15.62,149.0,F8-57-2E-06-0F-66,CC-4B-73-F4-93-DE,EL01491A-89210900315,P,P,P,P
30398X989210900135,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05223,P,P,-16.06,171.0,F8-57-2E-06-0F-67,CC-4B-73-F4-93-1C,EL01491A-89210900135,P,P,P,P
30398X989210900077,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06013,P,P,-14.94,143.0,F8-57-2E-06-0F-68,CC-4B-73-F4-93-52,EL01491A-89210900077,P,P,P,P
30398X989210900407,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06065,P,P,-15.96,170.0,F8-57-2E-06-0F-69,CC-4B-73-F4-C3-E0,EL01491A-89210900407,P,P,P,P
30398X989210900353,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.0562,P,P,-15.62,147.0,F8-57-2E-06-0F-6A,CC-4B-73-F4-93-DC,EL01491A-89210900353,P,P,P,P
